time,value,n
2015-08-26,0,12
2015-08-27,0,13
2015-08-28,0,13
2015-08-29,0,12
2015-08-30,0,12
2015-08-31,0,12
2015-09-01,39.666666666666664,12
2015-09-02,0,12
2015-09-03,0,12
2015-09-04,0,12
2015-09-05,0,12
2015-09-06,0,12
2015-09-07,37.666666666666664,12
2015-09-08,0,12
2015-09-09,0,12
2015-09-10,0,12
2015-09-11,0,13
2015-09-12,55.07692307692308,13
2015-09-13,0,13
2015-09-14,0,13
2015-09-15,0,13
2015-09-16,0,12
2015-09-17,0,12
2015-09-18,0,12
2015-09-19,0,12
2015-09-20,0,12
2015-09-21,77.5,12
2015-09-22,0,12
2015-09-23,37.75,12
2015-09-24,0,12
2015-09-25,0,12
2015-09-26,0,13
2015-09-27,0,13
2015-09-28,0,13
2015-09-29,0,13
2015-09-30,0,13
2015-10-01,0,12
2015-10-02,0,12
2015-10-03,53.833333333333336,12
2015-10-04,0,12
2015-10-05,0,12
2015-10-06,0,12
2015-10-07,0,12
2015-10-08,0,12
2015-10-09,42.75,12
2015-10-10,0,12
2015-10-11,0,13
2015-10-12,0,13
2015-10-13,0,13
2015-10-14,0,13
2015-10-15,40.166666666666664,12
2015-10-16,0,12
2015-10-17,52.5,12
2015-10-18,0,12
2015-10-19,0,12
2015-10-20,0,12
2015-10-21,0,12
2015-10-22,0,12
2015-10-23,0,12
2015-10-24,0,12
2015-10-25,0,12
2015-10-26,0,13
2015-10-27,0,13
2015-10-28,0,13
2015-10-29,0,13
2015-10-30,0,12
2015-10-31,0,12
2015-11-01,0,12
2015-11-02,0,12
2015-11-03,0,12
2015-11-04,0,12
2015-11-05,43.25,12
2015-11-06,0,12
2015-11-07,53.5,12
2015-11-08,0,12
2015-11-09,40.5,12
2015-11-10,42.38461538461539,13
2015-11-11,0,13
2015-11-12,0,13
2015-11-13,0,13
2015-11-14,0,13
2015-11-15,0,12
2015-11-16,0,12
2015-11-17,0,12
2015-11-18,0,12
2015-11-19,0,12
2015-11-20,46.666666666666664,12
2015-11-21,0,12
2015-11-22,0,12
2015-11-23,0,12
2015-11-24,85.91666666666667,12
2015-11-25,0,13
2015-11-26,0,13
2015-11-27,49.92307692307692,13
2015-11-28,0,13
2015-11-29,0,13
2015-11-30,0,12
2015-12-01,0,12
2015-12-02,0,12
2015-12-03,0,12
2015-12-04,0,12
2015-12-05,0,12
2015-12-06,0,12
2015-12-07,0,12
2015-12-08,50.75,12
2015-12-09,44.75,12
2015-12-10,0,13
2015-12-11,0,13
2015-12-12,0,13
2015-12-13,0,13
2015-12-14,0,12
2015-12-15,0,12
2015-12-16,0,12
2015-12-17,0,12
2015-12-18,0,12
2015-12-19,62.666666666666664,12
2015-12-20,0,12
2015-12-21,0,12
2015-12-22,0,12
2015-12-23,0,12
2015-12-24,0,12
2015-12-25,0,13
2015-12-26,0,13
2015-12-27,0,13
2015-12-28,0,13
2015-12-29,0,12
2015-12-30,0,12
2015-12-31,0,12
2016-01-01,0,12
2016-01-02,62,12
2016-01-03,0,12
2016-01-04,0,12
2016-01-05,0,12
2016-01-06,0,12
2016-01-07,0,12
2016-01-08,0,12
2016-01-09,0,13
2016-01-10,0,13
2016-01-11,0,13
2016-01-12,0,13
2016-01-13,0,13
2016-01-14,0,12
2016-01-15,0,12
2016-01-16,0,12
2016-01-17,56.5,12
2016-01-18,0,12
2016-01-19,0,12
2016-01-20,0,12
2016-01-21,0,12
2016-01-22,54.083333333333336,12
2016-01-23,0,12
2016-01-24,0,13
2016-01-25,0,13
2016-01-26,49.07692307692308,13
2016-01-27,0,13
2016-01-28,0,13
2016-01-29,0,12
2016-01-30,0,12
2016-01-31,0,12
2016-02-01,0,12
2016-02-02,0,12
2016-02-03,0,12
2016-02-04,52.333333333333336,12
2016-02-05,0,12
2016-02-06,0,12
2016-02-07,0,12
2016-02-08,0,13
2016-02-09,53,13
2016-02-10,0,13
2016-02-11,0,13
2016-02-12,0,13
2016-02-13,0,12
2016-02-14,0,12
2016-02-15,0,12
2016-02-16,0,12
2016-02-17,0,12
2016-02-18,0,12
2016-02-19,0,12
2016-02-20,0,12
2016-02-21,54.416666666666664,12
2016-02-22,49.25,12
2016-02-23,0,13
2016-02-24,0,13
2016-02-25,0,13
2016-02-26,0,13
2016-02-27,0,13
2016-02-28,0,12
2016-02-29,44.416666666666664,12
2016-03-01,0,12
2016-03-02,0,12
2016-03-03,0,12
2016-03-04,52.75,12
2016-03-05,0,12
2016-03-06,0,12
2016-03-07,0,12
2016-03-08,0,12
2016-03-09,0,13
2016-03-10,0,13
2016-03-11,0,13
2016-03-12,0,12
2016-03-13,0,12
2016-03-14,0,12
2016-03-15,46.833333333333336,12
2016-03-16,0,12
2016-03-17,0,12
2016-03-18,0,12
2016-03-19,0,12
2016-03-20,0,12
2016-03-21,49.416666666666664,12
2016-03-22,0,12
2016-03-23,0,12
2016-03-24,0,13
2016-03-25,0,13
2016-03-26,0,13
2016-03-27,0,12
2016-03-28,0,12
2016-03-29,47.166666666666664,12
2016-03-30,0,12
2016-03-31,0,12
2016-04-01,0,12
2016-04-02,0,12
2016-04-03,0,12
2016-04-04,49.583333333333336,12
2016-04-05,0,12
2016-04-06,0,12
2016-04-07,0,12
2016-04-08,0,13
2016-04-09,0,13
2016-04-10,0,13
2016-04-11,0,13
2016-04-12,0,12
2016-04-13,0,12
2016-04-14,0,12
2016-04-15,0,12
2016-04-16,0,12
2016-04-17,0,12
2016-04-18,0,12
2016-04-19,0,12
2016-04-20,50.833333333333336,12
2016-04-21,0,12
2016-04-22,55.5,12
2016-04-23,0,13
2016-04-24,0,13
2016-04-25,0,13
2016-04-26,47.30769230769231,13
2016-04-27,0,12
2016-04-28,48.916666666666664,12
2016-04-29,0,12
2016-04-30,0,12
2016-05-01,0,12
2016-05-02,0,12
2016-05-03,0,12
2016-05-04,0,12
2016-05-05,0,12
2016-05-06,0,12
2016-05-07,0,12
2016-05-08,0,13
2016-05-09,0,13
2016-05-10,46.61538461538461,13
2016-05-11,0,12
2016-05-12,46,12
2016-05-13,0,12
2016-05-14,0,12
2016-05-15,0,12
2016-05-16,0,12
2016-05-17,0,12
2016-05-18,0,12
2016-05-19,0,12
2016-05-20,0,12
2016-05-21,0,12
2016-05-22,0,12
2016-05-23,0,13
2016-05-24,0,13
2016-05-25,0,13
2016-05-26,0,12
2016-05-27,57,12
2016-05-28,0,12
2016-05-29,0,12
2016-05-30,0,12
2016-05-31,44,12
2016-06-01,0,12
2016-06-02,0,12
2016-06-03,100,12
2016-06-04,58,12
2016-06-05,0,12
2016-06-06,0,12
2016-06-07,47.23076923076923,13
2016-06-08,0,13
2016-06-09,0,13
2016-06-10,0,13
2016-06-11,0,12
2016-06-12,0,12
2016-06-13,0,12
2016-06-14,0,12
2016-06-15,0,12
2016-06-16,0,12
2016-06-17,0,12
2016-06-18,57.333333333333336,12
2016-06-19,0,12
2016-06-20,0,12
2016-06-21,0,12
2016-06-22,0,13
2016-06-23,0,13
2016-06-24,0,13
2016-06-25,0,13
2016-06-26,0,12
2016-06-27,0,12
2016-06-28,0,12
2016-06-29,0,12
2016-06-30,0,12
2016-07-01,0,12
2016-07-02,0,12
2016-07-03,0,12
2016-07-04,0,12
2016-07-05,48.5,12
2016-07-06,0,12
2016-07-07,51.69230769230769,13
2016-07-08,0,13
2016-07-09,0,13
2016-07-10,0,12
2016-07-11,0,12
2016-07-12,0,12
2016-07-13,0,12
2016-07-14,0,12
2016-07-15,0,12
2016-07-16,0,12
2016-07-17,0,12
2016-07-18,0,12
2016-07-19,0,12
2016-07-20,0,12
2016-07-21,0,12
2016-07-22,0,13
2016-07-23,0,13
2016-07-24,0,13
2016-07-25,0,12
2016-07-26,51,12
2016-07-27,0,12
2016-07-28,0,12
2016-07-29,0,12
2016-07-30,0,12
2016-07-31,0,12
2016-08-01,0,12
2016-08-02,53,12
2016-08-03,0,12
2016-08-04,0,12
2016-08-05,0,12
2016-08-06,0,13
2016-08-07,0,13
2016-08-08,0,13
2016-08-09,0,12
2016-08-10,0,12
2016-08-11,54.25,12
2016-08-12,0,12
2016-08-13,0,12
2016-08-14,0,12
2016-08-15,0,12
2016-08-16,0,12
2016-08-17,0,12
2016-08-18,0,12
2016-08-19,0,12
2016-08-20,0,12
2016-08-21,0,13
2016-08-22,0,13
2016-08-23,0,13
2016-08-24,0,12
2016-08-25,53.5,12
2016-08-26,58,12
2016-08-27,0,12
2016-08-28,0,12
2016-08-29,0,12
2016-08-30,0,12
2016-08-31,0,12
2016-09-01,51.5,12
2016-09-02,55.5,12
2016-09-03,0,12
2016-09-04,0,12
2016-09-05,0,13
2016-09-06,0,13
2016-09-07,0,13
2016-09-08,0,13
2016-09-09,0,13
2016-09-10,0,12
2016-09-11,0,12
2016-09-12,0,12
2016-09-13,0,12
2016-09-14,0,12
2016-09-15,0,12
2016-09-16,0,12
2016-09-17,0,12
2016-09-18,0,12
2016-09-19,0,12
2016-09-20,0,13
2016-09-21,0,13
2016-09-22,0,13
2016-09-23,0,13
2016-09-24,0,13
2016-09-25,0,12
2016-09-26,0,12
2016-09-27,0,12
2016-09-28,0,12
2016-09-29,0,12
2016-09-30,0,12
2016-10-01,0,12
2016-10-02,0,12
2016-10-03,46,12
2016-10-04,46,12
2016-10-05,0,13
2016-10-06,0,13
2016-10-07,0,13
2016-10-08,0,13
2016-10-09,0,12
2016-10-10,0,12
2016-10-11,0,12
2016-10-12,0,12
2016-10-13,98.5,12
2016-10-14,0,12
2016-10-15,0,12
2016-10-16,58.25,12
2016-10-17,0,12
2016-10-18,0,12
2016-10-19,0,12
2016-10-20,48.38461538461539,13
2016-10-21,51.38461538461539,13
2016-10-22,0,13
2016-10-23,0,13
2016-10-24,0,12
2016-10-25,0,12
2016-10-26,0,12
2016-10-27,0,12
2016-10-28,0,12
2016-10-29,0,12
2016-10-30,0,12
2016-10-31,0,12
2016-11-01,0,12
2016-11-02,0,12
2016-11-03,0,12
2016-11-04,51.69230769230769,13
2016-11-05,0,13
2016-11-06,0,13
2016-11-07,0,13
2016-11-08,0,13
2016-11-09,0,12
2016-11-10,0,12
2016-11-11,0,12
2016-11-12,0,12
2016-11-13,0,12
2016-11-14,0,12
2016-11-15,46.916666666666664,12
2016-11-16,0,12
2016-11-17,0,12
2016-11-18,0,12
2016-11-19,0,13
2016-11-20,0,13
2016-11-21,0,13
2016-11-22,0,13
2016-11-23,0,13
2016-11-24,0,12
2016-11-25,0,12
2016-11-26,0,12
2016-11-27,0,12
2016-11-28,0,12
2016-11-29,0,12
2016-11-30,0,12
2016-12-01,0,12
2016-12-02,0,12
2016-12-03,0,12
2016-12-04,51.30769230769231,13
2016-12-05,0,13
2016-12-06,47.30769230769231,13
2016-12-07,0,13
2016-12-08,0,12
2016-12-09,52.333333333333336,12
2016-12-10,0,12
2016-12-11,0,12
2016-12-12,0,12
2016-12-13,0,12
2016-12-14,0,12
2016-12-15,0,12
2016-12-16,0,12
2016-12-17,0,12
2016-12-18,0,12
2016-12-19,0,13
2016-12-20,49.38461538461539,13
2016-12-21,0,13
2016-12-22,0,13
2016-12-23,59.416666666666664,12
2016-12-24,0,12
2016-12-25,0,12
2016-12-26,0,12
2016-12-27,0,12
2016-12-28,0,12
2016-12-29,0,12
2016-12-30,0,12
2016-12-31,0,12
2017-01-01,0,12
2017-01-02,0,12
2017-01-03,0,13
2017-01-04,0,13
2017-01-05,0,13
2017-01-06,0,13
2017-01-07,0,13
2017-01-08,0,12
2017-01-09,0,12
2017-01-10,0,12
2017-01-11,0,12
2017-01-12,0,12
2017-01-13,0,12
2017-01-14,0,12
2017-01-15,49.666666666666664,12
2017-01-16,43.25,12
2017-01-17,43.25,12
2017-01-18,0,13
2017-01-19,0,13
2017-01-20,0,13
2017-01-21,54.92307692307692,13
2017-01-22,0,13
2017-01-23,0,12
2017-01-24,0,12
2017-01-25,0,12
2017-01-26,0,12
2017-01-27,0,12
2017-01-28,0,12
2017-01-29,49.916666666666664,12
2017-01-30,0,12
2017-01-31,0,12
2017-02-01,0,12
2017-02-02,44.92307692307692,13
2017-02-03,0,13
2017-02-04,0,13
2017-02-05,0,13
2017-02-06,0,13
2017-02-07,43.916666666666664,12
2017-02-08,0,12
2017-02-09,0,12
2017-02-10,0,12
2017-02-11,0,12
2017-02-12,0,12
2017-02-13,0,12
2017-02-14,0,12
2017-02-15,91.83333333333333,12
2017-02-16,0,12
2017-02-17,0,13
2017-02-18,0,13
2017-02-19,51.46153846153846,13
2017-02-20,0,13
2017-02-21,41.38461538461539,13
2017-02-22,0,12
2017-02-23,0,12
2017-02-24,45.166666666666664,12
2017-02-25,0,12
2017-02-26,0,12
2017-02-27,0,12
2017-02-28,0,12
2017-03-01,0,12
2017-03-02,0,12
2017-03-03,0,12
2017-03-04,0,13
2017-03-05,0,13
2017-03-06,0,12
2017-03-07,0,12
2017-03-08,0,12
2017-03-09,0,12
2017-03-10,44.5,12
2017-03-11,0,12
2017-03-12,0,12
2017-03-13,0,12
2017-03-14,0,12
2017-03-15,0,12
2017-03-16,0,12
2017-03-17,96.66666666666667,12
2017-03-18,0,12
2017-03-19,0,13
2017-03-20,42.30769230769231,13
2017-03-21,0,12
2017-03-22,0,12
2017-03-23,43.416666666666664,12
2017-03-24,0,12
2017-03-25,0,12
2017-03-26,0,12
2017-03-27,44.25,12
2017-03-28,44.25,12
2017-03-29,0,12
2017-03-30,0,12
2017-03-31,0,12
2017-04-01,0,12
2017-04-02,0,12
2017-04-03,0,13
2017-04-04,42.30769230769231,13
2017-04-05,0,13
2017-04-06,88.66666666666667,12
2017-04-07,0,12
2017-04-08,0,12
2017-04-09,0,12
2017-04-10,0,12
2017-04-11,0,12
2017-04-12,0,12
2017-04-13,0,12
2017-04-14,51.666666666666664,12
2017-04-15,0,12
2017-04-16,0,12
2017-04-17,0,12
2017-04-18,41.15384615384615,13
2017-04-19,41.84615384615385,13
2017-04-20,42.84615384615385,13
2017-04-21,93,12
2017-04-22,0,12
2017-04-23,48.333333333333336,12
2017-04-24,0,12
2017-04-25,43,12
2017-04-26,0,12
2017-04-27,0,12
2017-04-28,0,12
2017-04-29,0,12
2017-04-30,0,12
2017-05-01,0,12
2017-05-02,0,12
2017-05-03,41.76923076923077,13
2017-05-04,0,13
2017-05-05,0,12
2017-05-06,0,12
2017-05-07,47,12
2017-05-08,0,12
2017-05-09,0,12
2017-05-10,42.833333333333336,12
2017-05-11,0,12
2017-05-12,0,12
2017-05-13,0,12
2017-05-14,0,12
2017-05-15,83.66666666666667,12
2017-05-16,0,12
2017-05-17,0,12
2017-05-18,0,13
2017-05-19,0,13
2017-05-20,0,12
2017-05-21,50.166666666666664,12
2017-05-22,0,12
2017-05-23,42.333333333333336,12
2017-05-24,0,12
2017-05-25,0,12
2017-05-26,0,12
2017-05-27,61.833333333333336,12
2017-05-28,0,12
2017-05-29,43.333333333333336,12
2017-05-30,42.333333333333336,12
2017-05-31,0,12
2017-06-01,0,12
2017-06-02,46.15384615384615,13
2017-06-03,0,13
2017-06-04,0,13
2017-06-05,0,12
2017-06-06,0,12
2017-06-07,0,12
2017-06-08,0,12
2017-06-09,0,12
2017-06-10,0,12
2017-06-11,0,12
2017-06-12,0,12
2017-06-13,0,12
2017-06-14,0,12
2017-06-15,0,12
2017-06-16,0,12
2017-06-17,0,13
2017-06-18,0,13
2017-06-19,0,13
2017-06-20,0,12
2017-06-21,0,12
2017-06-22,0,12
2017-06-23,0,12
2017-06-24,51,12
2017-06-25,0,12
2017-06-26,0,12
2017-06-27,0,12
2017-06-28,0,12
2017-06-29,0,12
2017-06-30,91,12
2017-07-01,0,12
2017-07-02,0,13
2017-07-03,0,13
2017-07-04,0,12
2017-07-05,0,12
2017-07-06,0,12
2017-07-07,0,12
2017-07-08,0,12
2017-07-09,0,12
2017-07-10,0,12
2017-07-11,0,12
2017-07-12,0,12
2017-07-13,0,12
2017-07-14,0,12
2017-07-15,0,12
2017-07-16,0,12
2017-07-17,0,13
2017-07-18,0,13
2017-07-19,40.5,12
2017-07-20,0,12
2017-07-21,0,12
2017-07-22,0,12
2017-07-23,0,12
2017-07-24,0,12
2017-07-25,0,12
2017-07-26,0,12
2017-07-27,0,12
2017-07-28,42.666666666666664,12
2017-07-29,0,12
2017-07-30,0,12
2017-07-31,39.166666666666664,12
2017-08-01,0,13
2017-08-02,37.76923076923077,13
2017-08-03,0,12
2017-08-04,0,12
2017-08-05,0,12
2017-08-06,0,12
2017-08-07,0,12
2017-08-08,72.41666666666667,12
2017-08-09,0,12
2017-08-10,0,12
2017-08-11,0,12
2017-08-12,0,12
2017-08-13,0,12
2017-08-14,0,12
2017-08-15,0,12
2017-08-16,0,13
2017-08-17,0,13
2017-08-18,0,12
2017-08-19,0,12
2017-08-20,0,12
2017-08-21,0,12
2017-08-22,0,12
2017-08-23,36.666666666666664,12
2017-08-24,0,12
2017-08-25,0,12
2017-08-26,0,12
2017-08-27,0,12
2017-08-28,0,12
2017-08-29,0,12
2017-08-30,0,12
2017-08-31,0,13
2017-09-01,0,13
2017-09-02,83.38461538461539,13
2017-09-03,0,13
2017-09-04,0,13
2017-09-05,0,12
2017-09-06,0,12
2017-09-07,0,12
2017-09-08,0,12
2017-09-09,0,12
2017-09-10,0,12
2017-09-11,0,12
2017-09-12,0,12
2017-09-13,33.5,12
2017-09-14,34.5,12
2017-09-15,0,13
2017-09-16,0,13
2017-09-17,0,13
2017-09-18,0,13
2017-09-19,0,13
2017-09-20,0,12
2017-09-21,0,12
2017-09-22,0,12
2017-09-23,0,12
2017-09-24,0,12
2017-09-25,0,12
2017-09-26,0,12
2017-09-27,0,12
2017-09-28,0,12
2017-09-29,0,12
2017-09-30,0,13
2017-10-01,0,13
2017-10-02,0,13
2017-10-03,0,13
2017-10-04,0,12
2017-10-05,0,12
2017-10-06,32.916666666666664,12
2017-10-07,0,12
2017-10-08,0,12
2017-10-09,29.75,12
2017-10-10,0,12
2017-10-11,0,12
2017-10-12,0,12
2017-10-13,0,12
2017-10-14,0,12
2017-10-15,0,13
2017-10-16,0,13
2017-10-17,0,13
2017-10-18,0,13
2017-10-19,0,12
2017-10-20,0,12
2017-10-21,0,12
2017-10-22,100,12
2017-10-23,29,12
2017-10-24,0,12
2017-10-25,32,12
2017-10-26,0,12
2017-10-27,0,12
2017-10-28,0,12
2017-10-29,0,12
2017-10-30,0,13
2017-10-31,0,13
2017-11-01,0,13
2017-11-02,0,13
2017-11-03,0,13
2017-11-04,0,12
2017-11-05,0,12
2017-11-06,0,12
2017-11-07,0,12
2017-11-08,61.083333333333336,12
2017-11-09,0,12
2017-11-10,0,12
2017-11-11,0,12
2017-11-12,0,12
2017-11-13,0,12
2017-11-14,0,13
2017-11-15,0,13
2017-11-16,67,13
2017-11-17,0,13
2017-11-18,0,13
2017-11-19,0,12
2017-11-20,0,12
2017-11-21,0,12
2017-11-22,33.166666666666664,12
2017-11-23,0,12
2017-11-24,0,12
2017-11-25,0,12
2017-11-26,37.5,12
2017-11-27,0,12
2017-11-28,0,12
2017-11-29,0,13
2017-11-30,34.84615384615385,13
2017-12-01,38.30769230769231,13
2017-12-02,0,13
2017-12-03,39.833333333333336,12
2017-12-04,0,12
2017-12-05,0,12
2017-12-06,0,12
2017-12-07,0,12
2017-12-08,0,12
2017-12-09,0,12
2017-12-10,0,12
2017-12-11,33.75,12
2017-12-12,0,12
2017-12-13,0,12
2017-12-14,36.61538461538461,13
2017-12-15,0,13
2017-12-16,0,13
2017-12-17,0,13
2017-12-18,0,12
2017-12-19,0,12
2017-12-20,0,12
2017-12-21,0,12
2017-12-22,0,12
2017-12-23,0,12
2017-12-24,0,12
2017-12-25,0,12
2017-12-26,0,12
2017-12-27,39.333333333333336,12
2017-12-28,0,12
2017-12-29,0,13
2017-12-30,0,13
2017-12-31,0,13
2018-01-01,0,13
2018-01-02,37,13
2018-01-03,0,12
2018-01-04,36.25,12
2018-01-05,0,12
2018-01-06,0,12
2018-01-07,0,12
2018-01-08,0,12
2018-01-09,0,12
2018-01-10,36.25,12
2018-01-11,0,12
2018-01-12,0,12
2018-01-13,43.92307692307692,13
2018-01-14,0,13
2018-01-15,0,13
2018-01-16,0,13
2018-01-17,0,13
2018-01-18,0,12
2018-01-19,0,12
2018-01-20,0,12
2018-01-21,0,12
2018-01-22,35.5,12
2018-01-23,0,12
2018-01-24,0,12
2018-01-25,0,12
2018-01-26,0,12
2018-01-27,0,12
2018-01-28,0,13
2018-01-29,0,13
2018-01-30,0,13
2018-01-31,0,13
2018-02-01,0,13
2018-02-02,0,12
2018-02-03,0,12
2018-02-04,0,12
2018-02-05,0,12
2018-02-06,40.75,12
2018-02-07,81.08333333333333,12
2018-02-08,0,12
2018-02-09,0,12
2018-02-10,0,12
2018-02-11,0,12
2018-02-12,0,13
2018-02-13,41.23076923076923,13
2018-02-14,0,13
2018-02-15,0,13
2018-02-16,0,13
2018-02-17,0,12
2018-02-18,0,12
2018-02-19,0,12
2018-02-20,0,12
2018-02-21,0,12
2018-02-22,0,12
2018-02-23,44,12
2018-02-24,0,12
2018-02-25,0,12
2018-02-26,0,12
2018-02-27,0,13
2018-02-28,0,13
2018-03-01,40.46153846153846,13
2018-03-02,0,13
2018-03-03,0,13
2018-03-04,47.333333333333336,12
2018-03-05,0,12
2018-03-06,0,12
2018-03-07,0,12
2018-03-08,0,12
2018-03-09,0,12
2018-03-10,0,12
2018-03-11,0,12
2018-03-12,0,12
2018-03-13,0,12
2018-03-14,0,13
2018-03-15,0,13
2018-03-16,0,12
2018-03-17,0,12
2018-03-18,0,12
2018-03-19,0,12
2018-03-20,0,12
2018-03-21,0,12
2018-03-22,0,12
2018-03-23,0,12
2018-03-24,0,12
2018-03-25,0,12
2018-03-26,0,12
2018-03-27,0,12
2018-03-28,0,12
2018-03-29,0,13
2018-03-30,0,13
2018-03-31,0,12
2018-04-01,0,12
2018-04-02,0,12
2018-04-03,0,12
2018-04-04,0,12
2018-04-05,0,12
2018-04-06,0,12
2018-04-07,0,12
2018-04-08,0,12
2018-04-09,0,12
2018-04-10,43.75,12
2018-04-11,0,12
2018-04-12,0,12
2018-04-13,0,13
2018-04-14,0,13
2018-04-15,52,13
2018-04-16,41.666666666666664,12
2018-04-17,43.916666666666664,12
2018-04-18,0,12
2018-04-19,46.666666666666664,12
2018-04-20,0,12
2018-04-21,0,12
2018-04-22,0,12
2018-04-23,0,12
2018-04-24,0,12
2018-04-25,0,12
2018-04-26,0,12
2018-04-27,0,12
2018-04-28,0,13
2018-04-29,54.69230769230769,13
2018-04-30,0,13
2018-05-01,0,12
2018-05-02,0,12
2018-05-03,42.5,12
2018-05-04,0,12
2018-05-05,0,12
2018-05-06,0,12
2018-05-07,0,12
2018-05-08,42,12
2018-05-09,0,12
2018-05-10,0,12
2018-05-11,0,12
2018-05-12,0,12
2018-05-13,0,13
2018-05-14,0,13
2018-05-15,0,12
2018-05-16,0,12
2018-05-17,0,12
2018-05-18,0,12
2018-05-19,0,12
2018-05-20,0,12
2018-05-21,0,12
2018-05-22,0,12
2018-05-23,40.833333333333336,12
2018-05-24,0,12
2018-05-25,0,12
2018-05-26,0,12
2018-05-27,0,12
2018-05-28,0,13
2018-05-29,39.15384615384615,13
2018-05-30,0,12
2018-05-31,0,12
2018-06-01,0,12
2018-06-02,0,12
2018-06-03,0,12
2018-06-04,38.25,12
2018-06-05,38.666666666666664,12
2018-06-06,0,12
2018-06-07,38.333333333333336,12
2018-06-08,0,12
2018-06-09,0,12
2018-06-10,0,12
2018-06-11,0,12
2018-06-12,0,13
2018-06-13,34.30769230769231,13
2018-06-14,0,13
2018-06-15,0,12
2018-06-16,48.75,12
2018-06-17,0,12
2018-06-18,0,12
2018-06-19,0,12
2018-06-20,0,12
2018-06-21,0,12
2018-06-22,0,12
2018-06-23,0,12
2018-06-24,0,12
2018-06-25,0,12
2018-06-26,36.833333333333336,12
2018-06-27,0,13
2018-06-28,0,13
2018-06-29,0,13
2018-06-30,0,12
2018-07-01,0,12
2018-07-02,0,12
2018-07-03,0,12
2018-07-04,0,12
2018-07-05,0,12
2018-07-06,0,12
2018-07-07,45.666666666666664,12
2018-07-08,0,12
2018-07-09,0,12
2018-07-10,0,12
2018-07-11,0,12
2018-07-12,0,13
2018-07-13,41.84615384615385,13
2018-07-14,0,12
2018-07-15,0,12
2018-07-16,0,12
2018-07-17,0,12
2018-07-18,0,12
2018-07-19,0,12
2018-07-20,0,12
2018-07-21,0,12
2018-07-22,0,12
2018-07-23,0,12
2018-07-24,0,12
2018-07-25,36.916666666666664,12
2018-07-26,36.083333333333336,12
2018-07-27,0,13
2018-07-28,0,13
2018-07-29,0,12
2018-07-30,0,12
2018-07-31,0,12
2018-08-01,0,12
2018-08-02,0,12
2018-08-03,0,12
2018-08-04,0,12
2018-08-05,0,12
2018-08-06,0,12
2018-08-07,33.333333333333336,12
2018-08-08,34.333333333333336,12
2018-08-09,0,12
2018-08-10,69.75,12
2018-08-11,0,13
2018-08-12,0,13
2018-08-13,0,12
2018-08-14,0,12
2018-08-15,0,12
2018-08-16,0,12
2018-08-17,36,12
2018-08-18,0,12
2018-08-19,0,12
2018-08-20,33,12
2018-08-21,0,12
2018-08-22,100,12
2018-08-23,0,12
2018-08-24,0,12
2018-08-25,0,12
2018-08-26,0,13
2018-08-27,0,13
2018-08-28,33.416666666666664,12
2018-08-29,0,12
2018-08-30,32.333333333333336,12
2018-08-31,0,12
2018-09-01,0,12
2018-09-02,36.5,12
2018-09-03,0,12
2018-09-04,31.416666666666668,12
2018-09-05,0,12
2018-09-06,0,12
2018-09-07,0,12
2018-09-08,0,12
2018-09-09,0,12
2018-09-10,0,13
2018-09-11,0,13
2018-09-12,0,13
2018-09-13,0,13
2018-09-14,0,13
2018-09-15,0,12
2018-09-16,0,12
2018-09-17,0,12
2018-09-18,0,12
2018-09-19,0,12
2018-09-20,0,12
2018-09-21,0,12
2018-09-22,0,12
2018-09-23,0,12
2018-09-24,0,12
2018-09-25,0,13
2018-09-26,0,13
2018-09-27,0,13
2018-09-28,0,13
2018-09-29,0,13
2018-09-30,0,12
2018-10-01,0,12
2018-10-02,0,12
2018-10-03,0,12
2018-10-04,0,12
2018-10-05,0,12
2018-10-06,0,12
2018-10-07,0,12
2018-10-08,0,12
2018-10-09,0,12
2018-10-10,0,13
2018-10-11,34.53846153846154,13
2018-10-12,0,13
2018-10-13,42.84615384615385,13
2018-10-14,0,12
2018-10-15,0,12
2018-10-16,33.333333333333336,12
2018-10-17,0,12
2018-10-18,0,12
2018-10-19,0,12
2018-10-20,0,12
2018-10-21,0,12
2018-10-22,32.666666666666664,12
2018-10-23,0,12
2018-10-24,0,12
2018-10-25,0,13
2018-10-26,0,13
2018-10-27,0,13
2018-10-28,0,13
2018-10-29,0,12
2018-10-30,0,12
2018-10-31,0,12
2018-11-01,0,12
2018-11-02,0,12
2018-11-03,0,12
2018-11-04,0,12
2018-11-05,0,12
2018-11-06,33.666666666666664,12
2018-11-07,33.666666666666664,12
2018-11-08,0,12
2018-11-09,0,13
2018-11-10,0,13
2018-11-11,0,13
2018-11-12,0,13
2018-11-13,0,13
2018-11-14,0,12
2018-11-15,0,12
2018-11-16,0,12
2018-11-17,0,12
2018-11-18,0,12
2018-11-19,0,12
2018-11-20,33,12
2018-11-21,0,12
2018-11-22,0,12
2018-11-23,0,12
2018-11-24,0,13
2018-11-25,0,13
2018-11-26,0,13
2018-11-27,0,13
2018-11-28,34.69230769230769,13
2018-11-29,0,12
2018-11-30,0,12
2018-12-01,42.916666666666664,12
2018-12-02,0,12
2018-12-03,0,12
2018-12-04,0,12
2018-12-05,69.25,12
2018-12-06,0,12
2018-12-07,0,12
2018-12-08,40.5,12
2018-12-09,0,13
2018-12-10,0,13
2018-12-11,0,13
